GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
dqetool,dqetool.sqlite3.gen.ddl,SQLite3AlterTable.Option,34,0,0,0,2,0,1,0,1,0
dqetool,dqetool.sqlite3.gen.ddl,SQLite3DropTableGenerator,70,0,8,0,11,0,7,0,3,0
dqetool,dqetool.sqlite3.gen.ddl,SQLite3CreateTriggerGenerator.TriggerAction,44,0,0,0,2,0,1,0,1,0
dqetool,dqetool.sqlite3.gen.ddl,SQLite3CreateTriggerGenerator,341,0,33,0,75,0,24,0,5,0
dqetool,dqetool.sqlite3.gen.ddl,SQLite3AlterTable,208,0,10,0,43,0,10,0,4,0
dqetool,dqetool.sqlite3.gen.ddl,SQLite3CreateVirtualFTSTableGenerator.Fts5Options,54,0,0,0,6,0,1,0,1,0
dqetool,dqetool.sqlite3.gen.ddl,SQLite3CreateVirtualFTSTableGenerator.Fts4Options,74,0,0,0,2,0,1,0,1,0
dqetool,dqetool.sqlite3.gen.ddl,SQLite3TableGenerator,643,0,80,0,125,0,49,0,9,0
dqetool,dqetool.sqlite3.gen.ddl,SQLite3DropIndexGenerator,45,0,2,0,11,0,2,0,1,0
dqetool,dqetool.mysql.gen.datadef,MySQLIndexGenerator,442,0,38,0,95,0,26,0,7,0
dqetool,dqetool.tidb,TiDBSchema.TiDBCompositeDataType,140,0,17,0,34,0,19,0,7,0
dqetool,dqetool.tidb,TiDBProvider.TiDBGlobalState,10,0,0,0,2,0,2,0,2,0
dqetool,dqetool.tidb,TiDBProvider.Action,190,0,2,0,19,0,7,0,6,0
dqetool,dqetool.tidb,TiDBOptions,21,0,0,0,5,0,2,0,2,0
dqetool,dqetool.tidb,TiDBSchema.TiDBTables,4,0,0,0,2,0,1,0,1,0
dqetool,dqetool.tidb,TiDBExpressionGenerator.Gen,124,0,0,0,6,0,1,0,1,0
dqetool,dqetool.tidb,TiDBSchema.TiDBTable,16,0,0,0,3,0,3,0,3,0
dqetool,dqetool.tidb,TiDBSchema.TiDBColumn,18,0,0,0,6,0,3,0,3,0
dqetool,dqetool.tidb,TiDBOptions.TiDBOracleFactory.new TiDBOptions.TiDBOracleFactory() {...},10,0,0,0,2,0,2,0,2,0
dqetool,dqetool.tidb,TiDBProvider,307,0,25,0,70,0,24,0,9,0
dqetool,dqetool.tidb,TiDBErrors,199,0,8,0,54,0,7,0,3,0
dqetool,dqetool.tidb,TiDBOptions.TiDBOracleFactory,14,0,0,0,2,0,1,0,1,0
dqetool,dqetool.tidb,TiDBExpressionGenerator,411,0,45,0,69,0,41,0,8,0
dqetool,dqetool.tidb,TiDBSchema,342,0,37,0,89,0,31,0,8,0
dqetool,dqetool.tidb,TiDBBugs,9,0,0,0,4,0,1,0,1,0
dqetool,dqetool.tidb,TiDBSchema.TiDBDataType,135,0,6,0,18,0,11,0,7,0
dqetool,dqetool.mariadb.oracle,MariaDBNoRECOracle,312,0,12,0,65,0,10,0,4,0
dqetool,dqetool.mariadb.oracle,MariaDBDQEOracle,1394,0,160,0,259,0,93,0,13,0
dqetool,dqetool.cockroachdb.ast,CockroachDBBinaryArithmeticOperation.CockroachDBBinaryArithmeticOperator,63,0,0,0,7,0,4,0,4,0
dqetool,dqetool.cockroachdb.ast,CockroachDBBetweenOperation.CockroachDBBetweenOperatorType,63,0,0,0,8,0,4,0,4,0
dqetool,dqetool.cockroachdb.ast,CockroachDBJoin.JoinType,48,0,0,0,3,0,2,0,2,0
dqetool,dqetool.cockroachdb.ast,CockroachDBBinaryComparisonOperator,6,0,0,0,2,0,1,0,1,0
dqetool,dqetool.cockroachdb.ast,CockroachDBAggregate,15,0,0,0,6,0,3,0,3,0
dqetool,dqetool.cockroachdb.ast,CockroachDBBinaryComparisonOperator.CockroachDBComparisonOperator,107,0,0,0,8,0,4,0,4,0
dqetool,dqetool.cockroachdb.ast,CockroachDBCaseOperation,21,0,0,0,8,0,4,0,4,0
dqetool,dqetool.cockroachdb.ast,CockroachDBFunction,996,0,10,0,94,0,16,0,11,0
dqetool,dqetool.cockroachdb.ast,CockroachDBConstant,97,0,4,0,16,0,15,0,13,0
dqetool,dqetool.cockroachdb.ast,CockroachDBAlias,20,0,0,0,8,0,5,0,5,0
dqetool,dqetool.cockroachdb.ast,CockroachDBBinaryLogicalOperation.CockroachDBBinaryLogicalOperator,41,0,0,0,7,0,4,0,4,0
dqetool,dqetool.cockroachdb.ast,CockroachDBFunctionCall,19,0,0,0,7,0,4,0,4,0
dqetool,dqetool.cockroachdb.ast,CockroachDBConstant.CockroachDBNullConstant,5,0,0,0,2,0,2,0,2,0
dqetool,dqetool.cockroachdb.ast,CockroachDBConstant.CockroachDBIntConstant,13,0,0,0,5,0,3,0,3,0
dqetool,dqetool.cockroachdb.ast,CockroachDBConstant.CockroachDBTimeRelatedConstant,36,0,0,0,7,0,2,0,2,0
dqetool,dqetool.cockroachdb.ast,CockroachDBUnaryPostfixOperation.CockroachDBUnaryPostfixOperator,103,0,0,0,10,0,3,0,3,0
dqetool,dqetool.cockroachdb.ast,CockroachDBConstant.CockroachDBDoubleConstant,27,0,4,0,9,0,5,0,3,0
dqetool,dqetool.cockroachdb.ast,CockroachDBNotOperation,8,0,0,0,4,0,3,0,3,0
dqetool,dqetool.cockroachdb.ast,CockroachDBConstant.CockroachDBBitConstant,20,0,0,0,8,0,4,0,4,0
dqetool,dqetool.cockroachdb.ast,CockroachDBUnaryPostfixOperation,7,0,0,0,3,0,2,0,2,0
dqetool,dqetool.cockroachdb.ast,CockroachDBUnaryArithmeticOperation,7,0,0,0,3,0,2,0,2,0
dqetool,dqetool.cockroachdb.ast,CockroachDBConcatOperation,7,0,0,0,3,0,2,0,2,0
dqetool,dqetool.cockroachdb.ast,CockroachDBAggregate.CockroachDBAggregateFunction,446,0,8,0,35,0,13,0,9,0
dqetool,dqetool.cockroachdb.ast,CockroachDBConstant.CockroachDBBooleanConstant,13,0,0,0,5,0,3,0,3,0
dqetool,dqetool.cockroachdb.ast,CockroachDBConstant.CockroachDBTextConstant,16,0,0,0,5,0,3,0,3,0
dqetool,dqetool.cockroachdb.ast,CockroachDBJoin,63,0,0,0,18,0,10,0,10,0
dqetool,dqetool.cockroachdb.ast,CockroachDBColumnReference,9,0,0,0,4,0,2,0,2,0
dqetool,dqetool.cockroachdb.ast,CockroachDBBinaryArithmeticOperation,6,0,0,0,2,0,1,0,1,0
dqetool,dqetool.cockroachdb.ast,CockroachDBInOperation,15,0,0,0,6,0,3,0,3,0
dqetool,dqetool.cockroachdb.ast,CockroachDBCollate,16,0,0,0,6,0,4,0,4,0
dqetool,dqetool.cockroachdb.ast,CockroachDBBinaryLogicalOperation,6,0,0,0,2,0,1,0,1,0
dqetool,dqetool.cockroachdb.ast,CockroachDBTypeAnnotation,14,0,0,0,5,0,3,0,3,0
dqetool,dqetool.cockroachdb.ast,CockroachDBAggregate.CockroachDBAggregateFunction.new CockroachDBAggregate.CockroachDBAggregateFunction() {...},8,0,0,0,2,0,2,0,2,0
dqetool,dqetool.cockroachdb.ast,CockroachDBAggregate.CockroachDBAggregateFunction.new CockroachDBAggregate.CockroachDBAggregateFunction() {...},8,0,0,0,2,0,2,0,2,0
dqetool,dqetool.cockroachdb.ast,CockroachDBAggregate.CockroachDBAggregateFunction.new CockroachDBAggregate.CockroachDBAggregateFunction() {...},8,0,0,0,2,0,2,0,2,0
dqetool,dqetool.cockroachdb.ast,CockroachDBAggregate.CockroachDBAggregateFunction.new CockroachDBAggregate.CockroachDBAggregateFunction() {...},14,0,0,0,2,0,2,0,2,0
dqetool,dqetool.cockroachdb.ast,CockroachDBAggregate.CockroachDBAggregateFunction.new CockroachDBAggregate.CockroachDBAggregateFunction() {...},18,0,0,0,2,0,2,0,2,0
dqetool,dqetool.cockroachdb.ast,CockroachDBIndexReference,56,0,2,0,10,0,6,0,5,0
dqetool,dqetool.cockroachdb.ast,CockroachDBMultiValuedComparison.MultiValuedComparisonType,38,0,0,0,3,0,2,0,2,0
dqetool,dqetool.cockroachdb.ast,CockroachDBTableReference,9,0,0,0,4,0,2,0,2,0
dqetool,dqetool.cockroachdb.ast,CockroachDBRegexOperation,12,0,0,0,4,0,2,0,2,0
dqetool,dqetool.cockroachdb.ast,CockroachDBRegexOperation.CockroachDBRegexOperator,126,0,0,0,12,0,3,0,3,0
dqetool,dqetool.cockroachdb.ast,CockroachDBConstant.CockroachDBIntervalConstant,63,0,0,0,10,0,2,0,2,0
dqetool,dqetool.cockroachdb.ast,CockroachDBUnaryArithmeticOperation.CockroachDBUnaryAritmeticOperator,48,0,0,0,6,0,3,0,3,0
dqetool,dqetool.cockroachdb.ast,CockroachDBConstant.CockroachDBArrayConstant,45,0,4,0,11,0,5,0,3,0
dqetool,dqetool.cockroachdb.ast,CockroachDBSelect,10,0,0,0,4,0,3,0,3,0
dqetool,dqetool.cockroachdb.ast,CockroachDBOrderingTerm,23,0,2,0,8,0,6,0,5,0
dqetool,dqetool.cockroachdb.ast,CockroachDBMultiValuedComparison.MultiValuedComparisonOperator,94,0,0,0,7,0,4,0,4,0
dqetool,dqetool.cockroachdb.ast,CockroachDBJoin.OuterType,38,0,0,0,3,0,2,0,2,0
dqetool,dqetool.cockroachdb.ast,CockroachDBMultiValuedComparison,27,0,0,0,10,0,5,0,5,0
dqetool,dqetool.cockroachdb.ast,CockroachDBBetweenOperation,27,0,0,0,10,0,5,0,5,0
dqetool,dqetool.cockroachdb.ast,CockroachDBFunction.new CockroachDBFunction() {...},21,0,0,0,3,0,3,0,3,0
dqetool,dqetool.cockroachdb.ast,CockroachDBFunction.new CockroachDBFunction() {...},25,0,0,0,4,0,3,0,3,0
dqetool,dqetool.cockroachdb.ast,CockroachDBFunction.new CockroachDBFunction() {...},26,0,2,0,6,0,3,0,2,0
dqetool,dqetool.cockroachdb.ast,CockroachDBFunction.new CockroachDBFunction() {...},32,0,0,0,5,0,3,0,3,0
dqetool,dqetool.cockroachdb.ast,CockroachDBCast,19,0,0,0,7,0,4,0,4,0
dqetool,dqetool.common.oracle,DQEBase,89,0,0,0,17,0,3,0,3,0
dqetool,dqetool.common.oracle,NoRECBase,24,0,0,0,7,0,1,0,1,0
dqetool,dqetool.common.oracle,TernaryLogicPartitioningOracleBase,62,0,8,0,18,0,7,0,3,0
dqetool,dqetool.common.oracle,DQEBase.SQLQueryResult,97,0,14,0,23,0,15,0,8,0
dqetool,dqetool.common.oracle,CompositeTestOracle,58,0,4,0,13,0,5,0,3,0
dqetool,dqetool.common.oracle,TestOracle,7,0,0,0,2,0,2,0,2,0
dqetool,dqetool.common.oracle,DocumentRemovalOracleBase,27,0,4,0,10,0,4,0,2,0
dqetool,dqetool.common.oracle,PivotedQuerySynthesisBase,200,0,18,0,40,0,13,0,4,0
dqetool,dqetool.tidb.visitor,TiDBToStringVisitor,432,0,40,0,107,0,36,0,13,0
dqetool,dqetool.tidb.visitor,TiDBVisitor,97,0,20,0,26,0,12,0,2,0
dqetool,dqetool.mariadb,MariaDBErrors,86,0,0,0,23,0,2,0,2,0
dqetool,dqetool.mariadb,MariaDBSchema.MariaDBTable,13,0,0,0,4,0,2,0,2,0
dqetool,dqetool.mariadb,MariaDBSchema.MariaDBTable.MariaDBEngine,66,0,0,0,8,0,6,0,6,0
dqetool,dqetool.mariadb,MariaDBSchema.MariaDBIndex,14,0,2,0,5,0,3,0,2,0
dqetool,dqetool.mariadb,MariaDBSchema.MariaDBColumn.CollateSequence,38,0,0,0,3,0,2,0,2,0
dqetool,dqetool.mariadb,MariaDBProvider.Action,104,0,0,0,11,0,1,0,1,0
dqetool,dqetool.mariadb,MariaDBOptions.MariaDBOracleFactory,24,0,0,0,3,0,1,0,1,0
dqetool,dqetool.mariadb,MariaDBSchema.MariaDBDataType,44,0,0,0,2,0,1,0,1,0
dqetool,dqetool.mariadb,MariaDBOptions.MariaDBOracleFactory.new MariaDBOptions.MariaDBOracleFactory() {...},10,0,0,0,2,0,2,0,2,0
dqetool,dqetool.mariadb,MariaDBOptions.MariaDBOracleFactory.new MariaDBOptions.MariaDBOracleFactory() {...},10,0,0,0,2,0,2,0,2,0
dqetool,dqetool.mariadb,MariaDBSchema.MariaDBColumn,18,0,0,0,6,0,3,0,3,0
dqetool,dqetool.mariadb,MariaDBOptions,10,0,0,0,3,0,2,0,2,0
dqetool,dqetool.mariadb,MariaDBBugs,3,0,0,0,1,0,1,0,1,0
dqetool,dqetool.mariadb,MariaDBProvider.MariaDBGlobalState,10,0,0,0,2,0,2,0,2,0
dqetool,dqetool.mariadb,MariaDBSchema,225,0,14,0,50,0,14,0,6,0
dqetool,dqetool.mariadb,MariaDBSchema.MariaDBTables,75,0,2,0,12,0,9,0,8,0
dqetool,dqetool.mariadb,MariaDBProvider,375,0,37,0,91,0,29,0,5,0
dqetool,dqetool.common,DBMSCommon,67,0,4,0,14,0,8,0,6,0
